"year","zone","dataCollectionTime","group","measure","value"
"2008","S01001824","6 To 8 Week Review","Exclusively Breastfed","Ratio","33.3"
"2009","S01001824","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2010","S01001824","6 To 8 Week Review","Exclusively Breastfed","Ratio",75
"2011","S01001824","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2012","S01001824","6 To 8 Week Review","Exclusively Breastfed","Ratio","66.7"
"2013","S01001824","6 To 8 Week Review","Exclusively Breastfed","Ratio","83.3"
"2003","S01001824","6 To 8 Week Review","Exclusively Breastfed","Ratio","11.1"
"2002","S01001824","6 To 8 Week Review","Exclusively Breastfed","Ratio","33.3"
"2001","S01001824","6 To 8 Week Review","Exclusively Breastfed","Ratio","57.1"
"2001","S01001824","First Visit","Exclusively Breastfed","Ratio","57.1"
"2004","S01001824","First Visit","Exclusively Breastfed","Ratio","37.5"
"2005","S01001824","First Visit","Exclusively Breastfed","Ratio",60
"2002","S01001824","First Visit","Exclusively Breastfed","Ratio","66.7"
"2006","S01001824","First Visit","Exclusively Breastfed","Ratio","66.7"
"2011","S01001824","First Visit","Exclusively Breastfed","Ratio",50
"2012","S01001824","First Visit","Exclusively Breastfed","Ratio",75
"2007","S01001824","First Visit","Exclusively Breastfed","Ratio","55.6"
"2008","S01001824","First Visit","Exclusively Breastfed","Ratio","66.7"
"2003","S01001824","First Visit","Exclusively Breastfed","Ratio","33.3"
"2009","S01001824","First Visit","Exclusively Breastfed","Ratio",50
"2013","S01001824","First Visit","Exclusively Breastfed","Ratio","83.3"
"2010","S01001824","First Visit","Exclusively Breastfed","Ratio",75
"2001","S01001825","First Visit","Exclusively Breastfed","Count",6
"2003","S01001825","6 To 8 Week Review","Breastfed","Count",3
"2004","S01001825","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2004","S01001825","First Visit","Exclusively Breastfed","Count",5
"2007","S01001825","First Visit","Breastfed","Count",8
"2005","S01001825","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2004","S01001825","6 To 8 Week Review","Breastfed","Count",5
"2005","S01001825","First Visit","Exclusively Breastfed","Count",3
"2011","S01001825","First Visit","Breastfed","Count",5
"2010","S01001825","6 To 8 Week Review","Breastfed","Count",13
"2006","S01001825","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2002","S01001825","First Visit","Exclusively Breastfed","Count",2
"2008","S01001825","First Visit","Breastfed","Count",4
"2012","S01001825","6 To 8 Week Review","Breastfed","Count",6
"2006","S01001825","First Visit","Breastfed","Count",9
"2012","S01001825","First Visit","Breastfed","Count",5
"2007","S01001825","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2008","S01001825","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2004","S01001825","First Visit","Breastfed","Count",5
"2006","S01001825","First Visit","Exclusively Breastfed","Count",5
"2008","S01001825","6 To 8 Week Review","Breastfed","Count",4
"2013","S01001825","6 To 8 Week Review","Breastfed","Count",6
"2009","S01001825","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2013","S01001825","First Visit","Breastfed","Count",8
"2011","S01001825","First Visit","Exclusively Breastfed","Count",3
"2010","S01001825","6 To 8 Week Review","Exclusively Breastfed","Count",9
"2002","S01001825","6 To 8 Week Review","Breastfed","Count",2
"2006","S01001825","6 To 8 Week Review","Breastfed","Count",7
"2012","S01001825","First Visit","Exclusively Breastfed","Count",3
"2007","S01001825","First Visit","Exclusively Breastfed","Count",5
"2011","S01001825","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2009","S01001825","6 To 8 Week Review","Breastfed","Count",7
"2008","S01001825","First Visit","Exclusively Breastfed","Count",3
"2012","S01001825","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2009","S01001825","First Visit","Breastfed","Count",8
"2003","S01001825","First Visit","Breastfed","Count",5
"2005","S01001825","First Visit","Breastfed","Count",5
"2013","S01001825","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2005","S01001825","6 To 8 Week Review","Breastfed","Count",4
"2003","S01001825","First Visit","Exclusively Breastfed","Count",4
"2002","S01001825","First Visit","Breastfed","Count",2
"2003","S01001825","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2001","S01001825","6 To 8 Week Review","Breastfed","Count",6
"2009","S01001825","First Visit","Exclusively Breastfed","Count",7
"2001","S01001825","First Visit","Breastfed","Count",6
"2010","S01001825","First Visit","Breastfed","Count",13
"2007","S01001825","6 To 8 Week Review","Breastfed","Count",7
"2002","S01001825","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2013","S01001825","First Visit","Exclusively Breastfed","Count",6
"2001","S01001825","6 To 8 Week Review","Exclusively Breastfed","Count",6
"2010","S01001825","First Visit","Exclusively Breastfed","Count",12
"2011","S01001825","6 To 8 Week Review","Breastfed","Count",3
"2010","S01001825","6 To 8 Week Review","Breastfed","Ratio",100
"2011","S01001825","6 To 8 Week Review","Breastfed","Ratio",50
"2005","S01001825","6 To 8 Week Review","Breastfed","Ratio","57.1"
"2012","S01001825","6 To 8 Week Review","Breastfed","Ratio",75
"2008","S01001825","6 To 8 Week Review","Breastfed","Ratio",80
"2013","S01001825","6 To 8 Week Review","Breastfed","Ratio",60
"2004","S01001825","6 To 8 Week Review","Breastfed","Ratio","62.5"
"2003","S01001825","6 To 8 Week Review","Breastfed","Ratio",50
"2006","S01001825","6 To 8 Week Review","Breastfed","Ratio","58.3"
"2002","S01001825","6 To 8 Week Review","Breastfed","Ratio","33.3"
"2009","S01001825","6 To 8 Week Review","Breastfed","Ratio",100
"2001","S01001825","6 To 8 Week Review","Breastfed","Ratio",100
"2007","S01001825","6 To 8 Week Review","Breastfed","Ratio","58.3"
"2004","S01001825","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2005","S01001825","6 To 8 Week Review","Exclusively Breastfed","Ratio","28.6"
"2006","S01001825","6 To 8 Week Review","Exclusively Breastfed","Ratio","33.3"
"2007","S01001825","6 To 8 Week Review","Exclusively Breastfed","Ratio","41.7"
"2008","S01001825","6 To 8 Week Review","Exclusively Breastfed","Ratio",60
"2009","S01001825","6 To 8 Week Review","Exclusively Breastfed","Ratio","71.4"
"2010","S01001825","6 To 8 Week Review","Exclusively Breastfed","Ratio","69.2"
"2011","S01001825","6 To 8 Week Review","Exclusively Breastfed","Ratio","33.3"
"2012","S01001825","6 To 8 Week Review","Exclusively Breastfed","Ratio","62.5"
"2013","S01001825","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2003","S01001825","6 To 8 Week Review","Exclusively Breastfed","Ratio","33.3"
"2002","S01001825","6 To 8 Week Review","Exclusively Breastfed","Ratio","33.3"
"2001","S01001825","6 To 8 Week Review","Exclusively Breastfed","Ratio",100
"2004","S01001825","First Visit","Breastfed","Ratio","62.5"
"2001","S01001825","First Visit","Exclusively Breastfed","Ratio",100
"2004","S01001825","First Visit","Exclusively Breastfed","Ratio","62.5"
"2005","S01001825","First Visit","Exclusively Breastfed","Ratio","37.5"
"2007","S01001825","First Visit","Breastfed","Ratio","66.7"
"2011","S01001825","First Visit","Breastfed","Ratio","83.3"
"2012","S01001825","First Visit","Breastfed","Ratio","71.4"
"2008","S01001825","First Visit","Breastfed","Ratio",80
"2002","S01001825","First Visit","Exclusively Breastfed","Ratio","33.3"
"2006","S01001825","First Visit","Exclusively Breastfed","Ratio","38.5"
"2013","S01001825","First Visit","Breastfed","Ratio",80
"2006","S01001825","First Visit","Breastfed","Ratio","69.2"
"2011","S01001825","First Visit","Exclusively Breastfed","Ratio",50
"2012","S01001825","First Visit","Exclusively Breastfed","Ratio","42.9"
"2005","S01001825","First Visit","Breastfed","Ratio","62.5"
"2007","S01001825","First Visit","Exclusively Breastfed","Ratio","41.7"
"2009","S01001825","First Visit","Breastfed","Ratio",100
"2003","S01001825","First Visit","Breastfed","Ratio","83.3"
"2008","S01001825","First Visit","Exclusively Breastfed","Ratio",60
"2003","S01001825","First Visit","Exclusively Breastfed","Ratio","66.7"
"2009","S01001825","First Visit","Exclusively Breastfed","Ratio","87.5"
"2002","S01001825","First Visit","Breastfed","Ratio","33.3"
"2001","S01001825","First Visit","Breastfed","Ratio",100
"2013","S01001825","First Visit","Exclusively Breastfed","Ratio",60
"2010","S01001825","First Visit","Breastfed","Ratio",100
"2010","S01001825","First Visit","Exclusively Breastfed","Ratio","92.3"
"2004","S01001826","6 To 8 Week Review","Breastfed","Count",4
"2004","S01001826","6 To 8 Week Review","Breastfed","Ratio","30.8"
"2005","S01001826","6 To 8 Week Review","Breastfed","Ratio","42.9"
"2012","S01001826","First Visit","Breastfed","Count",7
"2007","S01001826","First Visit","Breastfed","Count",4
"2006","S01001826","6 To 8 Week Review","Breastfed","Ratio","12.5"
"2008","S01001826","6 To 8 Week Review","Breastfed","Count",1
"2007","S01001826","6 To 8 Week Review","Breastfed","Ratio",0
"2008","S01001826","6 To 8 Week Review","Breastfed","Ratio",50
"2003","S01001826","6 To 8 Week Review","Breastfed","Count",1
"2007","S01001826","6 To 8 Week Review","Breastfed","Count",0
"2009","S01001826","6 To 8 Week Review","Breastfed","Ratio","18.2"
"2010","S01001826","6 To 8 Week Review","Breastfed","Ratio",20
"2008","S01001826","First Visit","Breastfed","Count",1
"2006","S01001826","First Visit","Breastfed","Count",1
"2011","S01001826","6 To 8 Week Review","Breastfed","Ratio","44.4"
"2004","S01001826","First Visit","Breastfed","Count",4
"2012","S01001826","6 To 8 Week Review","Breastfed","Ratio","21.4"
"2013","S01001826","6 To 8 Week Review","Breastfed","Ratio",30
"2006","S01001826","6 To 8 Week Review","Breastfed","Count",1
"2003","S01001826","6 To 8 Week Review","Breastfed","Ratio","7.1"
"2011","S01001826","6 To 8 Week Review","Breastfed","Count",4
"2009","S01001826","6 To 8 Week Review","Breastfed","Count",2
"2002","S01001826","6 To 8 Week Review","Breastfed","Ratio","21.4"
"2001","S01001826","6 To 8 Week Review","Breastfed","Ratio","11.1"
"2012","S01001826","6 To 8 Week Review","Breastfed","Count",3
"2001","S01001826","First Visit","Breastfed","Ratio","22.2"
"2003","S01001826","First Visit","Breastfed","Count",1
"2004","S01001826","First Visit","Breastfed","Ratio","30.8"
"2011","S01001826","First Visit","Breastfed","Count",8
"2002","S01001826","6 To 8 Week Review","Breastfed","Count",3
"2005","S01001826","First Visit","Breastfed","Ratio","57.1"
"2002","S01001826","First Visit","Breastfed","Ratio","46.7"
"2001","S01001826","First Visit","Breastfed","Count",4
"2006","S01001826","First Visit","Breastfed","Ratio",20
"2009","S01001826","First Visit","Breastfed","Count",6
"2011","S01001826","First Visit","Breastfed","Ratio",80
"2001","S01001826","6 To 8 Week Review","Breastfed","Count",2
"2013","S01001826","6 To 8 Week Review","Breastfed","Count",3
"2012","S01001826","First Visit","Breastfed","Ratio","53.8"
"2007","S01001826","First Visit","Breastfed","Ratio","66.7"
"2005","S01001826","First Visit","Breastfed","Count",4
"2008","S01001826","First Visit","Breastfed","Ratio","33.3"
"2013","S01001826","First Visit","Breastfed","Count",6
"2010","S01001826","First Visit","Breastfed","Count",3
"2003","S01001826","First Visit","Breastfed","Ratio","7.1"
"2005","S01001826","6 To 8 Week Review","Breastfed","Count",3
"2009","S01001826","First Visit","Breastfed","Ratio","54.5"
"2010","S01001826","6 To 8 Week Review","Breastfed","Count",1
"2013","S01001826","First Visit","Breastfed","Ratio",60
"2010","S01001826","First Visit","Breastfed","Ratio",50
"2002","S01001826","First Visit","Breastfed","Count",7
"2001","S01001826","First Visit","Exclusively Breastfed","Count",1
"2004","S01001826","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2004","S01001826","First Visit","Exclusively Breastfed","Count",4
"2007","S01001826","6 To 8 Week Review","Exclusively Breastfed","Count",0
"2011","S01001826","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2005","S01001826","First Visit","Exclusively Breastfed","Count",2
"2002","S01001826","First Visit","Exclusively Breastfed","Count",3
"2008","S01001826","6 To 8 Week Review","Exclusively Breastfed","Count",0
"2006","S01001826","First Visit","Exclusively Breastfed","Count",1
"2012","S01001826","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2011","S01001826","First Visit","Exclusively Breastfed","Count",2
"2013","S01001826","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2005","S01001826","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2012","S01001826","First Visit","Exclusively Breastfed","Count",4
"2007","S01001826","First Visit","Exclusively Breastfed","Count",0
"2003","S01001826","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2008","S01001826","First Visit","Exclusively Breastfed","Count",0
"2006","S01001826","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2009","S01001826","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2003","S01001826","First Visit","Exclusively Breastfed","Count",1
"2002","S01001826","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2009","S01001826","First Visit","Exclusively Breastfed","Count",4
"2001","S01001826","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2013","S01001826","First Visit","Exclusively Breastfed","Count",5
"2010","S01001826","First Visit","Exclusively Breastfed","Count",1
"2010","S01001826","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2004","S01001826","6 To 8 Week Review","Exclusively Breastfed","Ratio","7.7"
"2005","S01001826","6 To 8 Week Review","Exclusively Breastfed","Ratio","28.6"
"2006","S01001826","6 To 8 Week Review","Exclusively Breastfed","Ratio","12.5"
"2007","S01001826","6 To 8 Week Review","Exclusively Breastfed","Ratio",0
"2008","S01001826","6 To 8 Week Review","Exclusively Breastfed","Ratio",0
"2009","S01001826","6 To 8 Week Review","Exclusively Breastfed","Ratio","9.1"
"2010","S01001826","6 To 8 Week Review","Exclusively Breastfed","Ratio",20
"2011","S01001826","6 To 8 Week Review","Exclusively Breastfed","Ratio","22.2"
"2012","S01001826","6 To 8 Week Review","Exclusively Breastfed","Ratio","14.3"
"2013","S01001826","6 To 8 Week Review","Exclusively Breastfed","Ratio",30
"2003","S01001826","6 To 8 Week Review","Exclusively Breastfed","Ratio","7.1"
"2002","S01001826","6 To 8 Week Review","Exclusively Breastfed","Ratio","7.1"
"2001","S01001826","6 To 8 Week Review","Exclusively Breastfed","Ratio","5.6"
"2001","S01001826","First Visit","Exclusively Breastfed","Ratio","5.6"
"2004","S01001826","First Visit","Exclusively Breastfed","Ratio","30.8"
"2005","S01001826","First Visit","Exclusively Breastfed","Ratio","28.6"
"2002","S01001826","First Visit","Exclusively Breastfed","Ratio",20
"2006","S01001826","First Visit","Exclusively Breastfed","Ratio",20
"2011","S01001826","First Visit","Exclusively Breastfed","Ratio",20
"2012","S01001826","First Visit","Exclusively Breastfed","Ratio","30.8"
"2007","S01001826","First Visit","Exclusively Breastfed","Ratio",0
"2008","S01001826","First Visit","Exclusively Breastfed","Ratio",0
"2003","S01001826","First Visit","Exclusively Breastfed","Ratio","7.1"
"2009","S01001826","First Visit","Exclusively Breastfed","Ratio","36.4"
"2013","S01001826","First Visit","Exclusively Breastfed","Ratio",50
"2010","S01001826","First Visit","Exclusively Breastfed","Ratio","16.7"
"2004","S01001827","6 To 8 Week Review","Breastfed","Count",7
"2004","S01001827","6 To 8 Week Review","Breastfed","Ratio","38.9"
"2005","S01001827","6 To 8 Week Review","Breastfed","Ratio",50
"2012","S01001827","First Visit","Breastfed","Count",8
"2007","S01001827","First Visit","Breastfed","Count",8
"2006","S01001827","6 To 8 Week Review","Breastfed","Ratio","13.3"
"2008","S01001827","6 To 8 Week Review","Breastfed","Count",5
"2007","S01001827","6 To 8 Week Review","Breastfed","Ratio","42.9"
"2008","S01001827","6 To 8 Week Review","Breastfed","Ratio","41.7"
"2003","S01001827","6 To 8 Week Review","Breastfed","Count",7
"2007","S01001827","6 To 8 Week Review","Breastfed","Count",6
"2009","S01001827","6 To 8 Week Review","Breastfed","Ratio","33.3"
"2010","S01001827","6 To 8 Week Review","Breastfed","Ratio","46.7"
"2008","S01001827","First Visit","Breastfed","Count",7
"2006","S01001827","First Visit","Breastfed","Count",5
"2011","S01001827","6 To 8 Week Review","Breastfed","Ratio","28.6"
"2004","S01001827","First Visit","Breastfed","Count",6
"2012","S01001827","6 To 8 Week Review","Breastfed","Ratio","54.5"
"2013","S01001827","6 To 8 Week Review","Breastfed","Ratio","33.3"
